1;Sheet;Zielgruppe;Thema;;Unipark Seiten;;Seite neues Layout;Nummer neues Layout;eigene Nummer;lfd Nummer;Trust 1 v1;;Zielgruppe2;Unipark;;INESkey;;Match;Scorecard;KI;Seite;Frage;Fragetyp;Skala min;Skala max;Wert1;Wert2;Wert3;Wert4;Wert5;;Code1Bemerkung;Codierung2;Codeierung3;Schluessel;;MGT;;;;;Vignette;;ScheetE;Unipark SeitenE;eigene NummerE;lfd NummerE;Trust 1 v1E;UniparkE;EE;FrageEnglisch;;Codierung1E;Codierung2E;Codierung3E;SchluesselE;VignE;MA;;;;;
165;Fragen Business Excell 3011;Mitarbeiter;;;;;19;;;154;125;;MA;v_172;;1630;1620;Match MM;P;K;;Performance Monitoring wird in übersichtlichen Bildern und Diagrammen dargestellt;1;überhaupt nicht umgesetzt;komplett umgesetzt;1;2;3;4;5;;1.2;1.2.1;TCV_19;TCV_19;1.2;;;;;X;;;Fragen Business Excell 3011 eng;;;154;125;v_172;;Performance Monitoring wird in übersichtlichen Bildern und Diagrammen dargestellt;;1.2;1.2.1;TCV_19;;;;;;;;
166;Fragen Allgemein;Mitarbeiter;;;;;19;;;;;;;v_2000;;1640;;;;;;Welche der folgenden Werte verbinden Sie mit Ihrem Unternehmen?;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;
167;Fragen Allgemein;Mitarbeiter;;;BE;;19;;;155;;;MA;v_181;;1650;1640;Match MM;M;E;;Qualität;2;;;ja;nein;;;;;;;;;;;;;;X;;;Fragen Allgemein eng;BE;;;;;v_181;Which of the following values do you relate to your company? Quality;;;;;;;;;;;;
168;Fragen Allgemein;Mitarbeiter;;;BE;;19;;;156;;;MA;v_182;;1660;1640;Match MM;M;E;;Innovation;2;;;ja;nein;;;;;;;;;;;;;;X;;;Fragen Allgemein eng;BE;;;;;v_182;Innovation;;;;;;;;;;;;
169;Fragen Allgemein;Mitarbeiter;;;BE;;19;;;157;;;MA;v_183;;1670;1640;Match MM;M;E;;Verantwortung;2;;;ja;nein;;;;;;;;;;;;;;X;;;Fragen Allgemein eng;BE;;;;;v_183;Responsibility;;;;;;;;;;;;
170;Fragen Allgemein;Mitarbeiter;;;BE;;19;;;158;;;MA;v_184;;1680;1640;Match MM;M;E;;Kompetenz;2;;;ja;nein;;;;;;;;;;;;;;X;;;Fragen Allgemein eng;BE;;;;;v_184;Competence;;;;;;;;;;;;
171;Fragen Allgemein;Mitarbeiter;;;BE;;19;;;159;;;MA;v_185;;1690;1640;Match MM;M;E;;Leistungsbereitschaft;2;;;ja;nein;;;;;;;;;;;;;;X;;;Fragen Allgemein eng;BE;;;;;v_185;Willingness to perform;;;;;;;;;;;;
172;Fragen Allgemein;Mitarbeiter;;;BE;;19;;;160;;;MA;v_186;;1700;1640;Match MM;M;E;;Integrität;2;;;ja;nein;;;;;;;;;;;;;;X;;;Fragen Allgemein eng;BE;;;;;v_186;Integrity;;;;;;;;;;;;
173;Fragen Allgemein;Mitarbeiter;;;BE;;19;;;161;;;MA;v_187;;1710;1640;Match MM;M;E;;Teamgeist;2;;;ja;nein;;;;;;;;;;;;;;X;;;Fragen Allgemein eng;BE;;;;;v_187;Team spirit;;;;;;;;;;;;
174;Fragen Allgemein;Mitarbeiter;;;BE;;19;;;162;;;MA;v_188;;1720;1640;Match MM;M;E;;Offenheit;2;;;ja;nein;;;;;;;;;;;;;;X;;;Fragen Allgemein eng;BE;;;;;v_188;openness;;;;;;;;;;;;
175;Fragen Allgemein;Mitarbeiter;;;BE;;19;;;163;;;MA;v_189;;1730;1640;Match MM;M;E;;Respekt;2;;;ja;nein;;;;;;;;;;;;;;X;;;Fragen Allgemein eng;BE;;;;;v_189;Respect;;;;;;;;;;;;
176;Fragen Allgemein;Mitarbeiter;;;BE;;19;;;164;;;MA;v_190;;1740;1640;Match MM;M;E;;Aufrichtigkeit;2;;;ja;nein;;;;;;;;;;;;;;X;;;Fragen Allgemein eng;BE;;;;;v_190;Honesty, frankness;;;;;;;;;;;;
177;Fragen Allgemein;Mitarbeiter;;;BE;;19;;;165;;;MA;v_191;;1750;1640;Match MM;M;E;;Fairness;2;;;ja;nein;;;;;;;;;;;;;;X;;;Fragen Allgemein eng;BE;;;;;v_191;Fair mindset;;;;;;;;;;;;
178;Fragen Allgemein;Mitarbeiter;;;BE;;19;;;166;;;MA;v_192;;1760;1640;Match MM;M;E;;Vertrauen;2;;;ja;nein;;;;;;;;;;;;;;X;;;Fragen Allgemein eng;BE;;;;;v_192;Trust;;;;;;;;;;;;
179;Fragen Allgemein;Mitarbeiter;;;BE;;19;;;167;;;MA;v_193;;1770;1640;Match MM;M;E;;Lernbereitschaft;2;;;ja;nein;;;;;;;;;;;;;;X;;;Fragen Allgemein eng;BE;;;;;v_193;Wilingness to learn;;;;;;;;;;;;
180;Fragen Allgemein;Mitarbeiter;;;BE;;19;;;168;;;MA;v_194;;1780;1640;Match MM;M;E;;Konfliktfähigkeit;2;;;ja;nein;;;;;;;;;;;;;;X;;;Fragen Allgemein eng;BE;;;;;v_194;Problem solving ability;;;;;;;;;;;;
181;Fragen Allgemein;Mitarbeiter;;;BE;;19;;;169;;;MA;v_195;;1790;1640;Match MM;M;E;;Andere bitte eintragen);2;;;ja;nein;;;;;;;;;;;;;;X;;;Fragen Allgemein eng;BE;;;;;v_195;Others...………                                                …(please put in other values if necessary);;;;;;;;;;;;
182;Fragen Allgemein;Mitarbeiter;;;ALLG;;20;;;170;;;MA;;;1800;;;;;;In welchem Bereich sind Sie tätig? Bitte kreuzen Sie an. ;;;;ja;nein;;;;;;;;;;;;;;;;;Fragen Allgemein eng;ALLG;;;;;;In which field do you work? Please mark with a cross…..             ;;;;;;;;;;;;
183;Fragen Allgemein;Mitarbeiter;;;ALLG;;20;;;;;;MA;v_196;;1805;1800;;;;;Sales / Marketing;2;;;ja;nein;;;;;;;;;;;;;;;;;Fragen Allgemein eng;ALLG;;;;;v_196;sales / marketing;;;;;;;;;;;;
184;Fragen Allgemein;Mitarbeiter;;;ALLG;;20;;;171;;;MA;v_197;;1810;1800;;;;;Einkauf;2;;;ja;nein;;;;;;;;;;;;;;;;;Fragen Allgemein eng;ALLG;;;;;v_197;purchasing;;;;;;;;;;;;
185;Fragen Allgemein;Mitarbeiter;;;ALLG;;20;;;172;;;MA;v_198;;1820;1800;;;;;Produktion / Betrieb;2;;;ja;nein;;;;;;;;;;;;;;;;;Fragen Allgemein eng;ALLG;;;;;v_198;production  / service;;;;;;;;;;;;
186;Fragen Allgemein;Mitarbeiter;;;ALLG;;20;;;173;;;MA;v_199;;1830;1800;;;;;Entwicklung;2;;;ja;nein;;;;;;;;;;;;;;;;;Fragen Allgemein eng;ALLG;;;;;v_199;development;;;;;;;;;;;;
187;Fragen Allgemein;Mitarbeiter;;;ALLG;;20;;;174;;;MA;v_200;;1840;1800;;;;;Arbeitsvorbereitung;2;;;ja;nein;;;;;;;;;;;;;;;;;Fragen Allgemein eng;ALLG;;;;;v_200;planning department;;;;;;;;;;;;
188;Fragen Allgemein;Mitarbeiter;;;ALLG;;20;;;175;;;MA;v_201;;1850;1800;;;;;Qualitätsmanagement;2;;;ja;nein;;;;;;;;;;;;;;;;;Fragen Allgemein eng;ALLG;;;;;v_201;quality management;;;;;;;;;;;;
189;Fragen Allgemein;Mitarbeiter;;;ALLG;;20;;;176;;;MA;v_218;;1860;1800;;;;;IT / Support;2;;;ja;nein;;;;;;;;;;;;;;;;;Fragen Allgemein eng;ALLG;;;;;v_218;informatics / support;;;;;;;;;;;;
190;Fragen Allgemein;Mitarbeiter;;;ALLG;;20;;;177;;;MA;v_219;;1870;1800;;;;;Verwaltung;2;;;ja;nein;;;;;;;;;;;;;;;;;Fragen Allgemein eng;ALLG;;;;;v_219;business administration;;;;;;;;;;;;
191;Fragen Allgemein;Mitarbeiter;;;ALLG;;20;;;178;;;MA;v_202;;1880;1800;;;;;Anderer Bereich…(bitte tragen Sie den Bereich ein);2;text;;;;;;;;;;;;;;;;;;;;Fragen Allgemein eng;ALLG;;;;;v_202;Other Departements…                      …(please fill in…);;;;;;;;;;;;
192;;;;;;;;;;;;;;;;;;;;;1; Wenn Ihr Unternehmen eine Person wäre, wie würden Sie ihren Charakter beschreiben? Hinsichtlich Führungsstil, Reziprozität, Motivation, Konsens und Kooperation, Bedeutung der Verbundenheit mit dem Unternehmen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;;;;;;;;;;;;;;;;;;;;;2; Welche Werte verbinden Sie mit Ihrem Unternehmen? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;Fragen Mgt  qual und quant d;Management;;;BE;;1;3;;;;;MM;;;1890;;;;;;Welche der folgenden Werte verbinden Sie mit Ihrem Unternehmen?   Wählen Sie 5 Werte aus, die Sie aktuell mit Ihrem Unternehmen verbinden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;Fragen Mgt  qual und quant d;Management;;;BE;;1;;161;1;3;;MM;v_8;v_181;1895;;Match MA;;;;Qualität ;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE;161;v_181;3;1;v_8;Which value that you relate to your company do you find in the subsequent list? Quality E;;;;;;;;siehe MA;;#N/A;;#N/A
196;Fragen Mgt  qual und quant d;Management;;;BE;;1;;162;2;3;;MM;v_9;v_182;1900;;Match MA;;;;Innovation ;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE;162;v_182;3;2;v_9;Innovation E;;;;;;;;siehe MA;;#N/A;;#N/A
197;Fragen Mgt  qual und quant d;Management;;;BE;;1;;163;3;3;;MM;v_10;v_183;1910;;Match MA;;;;Verantwortung ;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE;163;v_183;3;3;v_10;Resonsibility E;;;;;;;;siehe MA;;#N/A;;#N/A
198;Fragen Mgt  qual und quant d;Management;;;BE;;1;;164;4;3;;MM;v_11;v_184;1920;;Match MA;;;;Kompetenz ;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE;164;v_184;3;4;v_11;Competence E;;;;;;;;siehe MA;;#N/A;;#N/A
199;Fragen Mgt  qual und quant d;Management;;;BE;;1;;165;5;3;;MM;v_12;v_185;1930;;Match MA;;;;Leistungsbereitschaft ;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE;165;v_185;3;5;v_12;Willingness to perform E;;;;;;;;siehe MA;;#N/A;;#N/A
200;Fragen Mgt  qual und quant d;Management;;;BE;;1;;166;6;3;;MM;v_13;v_186;1940;;Match MA;;;;Integrität ;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE;166;v_186;3;6;v_13;Integrity E;;;;;;;;siehe MA;;#N/A;;#N/A
201;Fragen Mgt  qual und quant d;Management;;;BE;;1;;167;7;3;;MM;v_14;v_187;1950;;Match MA;;;;Teamgeist ;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE;167;v_187;3;7;v_14;Team spirit E;;;;;;;;siehe MA;;#N/A;;#N/A
202;Fragen Mgt  qual und quant d;Management;;;BE;;1;;168;8;3;;MM;v_15;v_188;1960;;Match MA;;;;Offenheit ;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE;168;v_188;3;8;v_15;Openness E;;;;;;;;siehe MA;;#N/A;;#N/A
203;Fragen Mgt  qual und quant d;Management;;;BE;;1;;169;9;3;;MM;v_16;v_189;1970;;Match MA;;;;Respekt ;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE;169;v_189;3;9;v_16;Respect E;;;;;;;;siehe MA;;#N/A;;#N/A
204;Fragen Mgt  qual und quant d;Management;;;BE;;1;;170;10;3;;MM;v_17;v_190;1980;;Match MA;;;;Aufrichtigkeit ;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE;170;v_190;3;10;v_17;Honesty, frankness E;;;;;;;;siehe MA;;#N/A;;#N/A
205;Fragen Mgt  qual und quant d;Management;;;BE;;1;;171;11;3;;MM;v_18;v_191;1990;;Match MA;;;;Fairness ;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE;171;v_191;3;11;v_18;Fair mind set E;;;;;;;;siehe MA;;#N/A;;#N/A
206;Fragen Mgt  qual und quant d;Management;;;BE;;1;;172;12;3;;MM;v_19;v_192;2000;;Match MA;;;;Vertrauen ;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE;172;v_192;3;12;v_19;Trust E;;;;;;;;siehe MA;;#N/A;;#N/A
207;Fragen Mgt  qual und quant d;Management;;;BE;;1;;173;13;3;;MM;v_20;v_193;2010;;Match MA;;;;Lernbereitschaft ;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE;173;v_193;3;13;v_20;Wilingness to learn E;;;;;;;;siehe MA;;#N/A;;#N/A
208;Fragen Mgt  qual und quant d;Management;;;BE;;1;;174;14;3;;MM;v_21;v_194;2020;;Match MA;;;;Konfliktfähigkeit ;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE;174;v_194;3;14;v_21;Problem solving ability E;;;;;;;;siehe MA;;#N/A;;#N/A
209;Fragen Mgt  qual und quant d;Management;;;BE;;1;;175;15;3;;MM;v_22;v_195;2030;;Match MA;;;;Andere ;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE;175;v_195;3;15;v_22;Others...………;;;;;;;;siehe MA;;#N/A;;#N/A
210;Fragen Mgt  qual und quant d;Management;;;ECU ;;2;4;128;16;4;;MM;v_44;v_138;2040;;Match MA;;;;Wie bewerten Sie folgende Aussagen über den Führungsstil in Ihrem Unternehmen?;;;;;;;;;;;;;;;Trust;;;;;;;Fragen Mgt  qual und quant e;ECU ;128;v_138;4;16;v_44;How do you evaluate the following statements on leadership in your organization?;;;;;;;Trust;;;v_138;1310;
211;Fragen Mgt  qual und quant d;Management;;;TRUST;;2;;129;17;4;;MM;v_34;v_139;2050;;Match MA;;;;Das Vertrauen der Beschäftigten zu erhalten ist…;;sehr unwichtig;sehr wichtig;1;2;3;4;5;;;1;;ET_1;;;;;;;;;Fragen Mgt  qual und quant e;TRUST;129;v_139;4;17;v_34;to keep employees‘ trust is… ;;;1;;ET_1;;;;;v_139;1320;1310
212;Fragen Mgt  qual und quant d;Management;;;;;2;;130;18;4;;MM;v_35;v_140;2060;;Match MA;;;;Auf ein ausgewogenes Verhältnis zwischen Leistungserwartung und Vergütung zu achten ist ….;;sehr unwichtig;sehr wichtig;1;2;3;4;5;;;2.4;2.4.3;EESI_1;;;;;;;;;Fragen Mgt  qual und quant e;;130;v_140;4;18;v_35;to take care on a balanced ration of performance expectation and salary is… ;;;2.4;2.4.3;EESI_1;;;;;v_140;1330;1310
213;Fragen Mgt  qual und quant d;Management;;;;;2;;131;19;4;;MM;v_36;v_141;2070;;Match MA;;;;Wichtige Entscheidungen im ganzen Unternehmen transparent zu machen ist …;;sehr unwichtig;sehr wichtig;1;2;3;4;5;;;1.3;1.3.2;ETNC_1;;;;;;;;;Fragen Mgt  qual und quant e;;131;v_141;4;19;v_36;to communicate important decisions to the entire staff is…;;;1.3;1.3.2;ETNC_1;;;;;v_141;1340;1310
214;Fragen Mgt  qual und quant d;Management;;;;;2;;132;20;4;;MM;v_37;v_142;2080;;Match MA;;;;Das Einbeziehen der Beschäftigten in Entscheidungsprozesse ist …;;sehr unwichtig;sehr wichtig;1;2;3;4;5;;;1.4;1.4.3;ETDA_1;;;;;;;;;Fragen Mgt  qual und quant e;;132;v_142;4;20;v_37;to involve employees in decision processes is... ;;;1.4;1.4.3;ETDA_1;;;;;v_142;1350;1310
215;Fragen Mgt  qual und quant d;Management;;;;;2;;133;21;4;;MM;v_38;v_143;2090;;Match MA;;;;Teamorientiertes Führungsverhalten ist …;;sehr unwichtig;sehr wichtig;1;2;3;4;5;;;1.4;1.4.3;ETDA_2;;;;;;;;;Fragen Mgt  qual und quant e;;133;v_143;4;21;v_38;team-oriented leadership behavior is… ;;;1.4;1.4.3;ETDA_2;;;;;v_143;1360;1310
216;Fragen Mgt  qual und quant d;Management;;;;;2;;134;22;4;;MM;v_39;v_144;2100;;Match MA;;;;Zu erfahren, welche Fehler passieren, ist …;;sehr unwichtig;sehr wichtig;1;2;3;4;5;;;1.1;1.1.4;ETFF_1;;;;;;;;;Fragen Mgt  qual und quant e;;134;v_144;4;22;v_39;to be informed which failures happen is…;;;1.1;1.1.4;ETFF_1;;;;;v_144;1370;1310
217;Fragen Mgt  qual und quant d;Management;;;;;2;;135;23;4;;MM;v_40;v_145;2110;;Match MA;;;;Die Anerkennung positiver Leistung der Beschäftigten ist…;;sehr unwichtig;sehr wichtig;1;2;3;4;5;;;2.4;2.4.3.2;EESI_2;;;;;;;;;Fragen Mgt  qual und quant e;;135;v_145;4;23;v_40;the recognition of positive employee performance is… ;;;2.4;2.4.3.2;EESI_2;;;;;v_145;1380;
218;Fragen Mgt  qual und quant d;Management;;;;;2;;136;24;4;;MM;v_41;v_146;2120;;Match MA;;;;Dass Beschäftigte für Fehler zur Verantwortung  gezogen werden ist …;;sehr unwichtig;sehr wichtig;1;2;3;4;5;;;1.1;1.1.4;ETFF_2;;;;;;;;;Fragen Mgt  qual und quant e;;136;v_146;4;24;v_41;that employees are hold accountable for failures is… ;;;1.1;1.1.4;ETFF_2;;;;;v_146;1390;1380
219;Fragen Mgt  qual und quant d;Management;;;;;2;;137;25;4;;MM;v_42;v_147;2130;;Match MA;;;;Freiräume für Kreativität und Lernschleifen (z.B. Team Runden) sind …;;sehr unwichtig;sehr wichtig;1;2;3;4;5;;;1.4;1.4.2;ETDE_1;;;;;;;;;Fragen Mgt  qual und quant e;;137;v_147;4;25;v_42;tolerance and free space for creativity and learning loops (e.g. team meetings) is…;;;1.4;1.4.2;ETDE_1;;;;;v_147;1400;1380
220;Fragen Mgt  qual und quant d;Management;;;;;2;;138;26;4;;MM;v_43;v_148;2140;;Match MA;;;;Die Zusagen einzuhalten, die den Beschäftigten gemacht werden, ist …;;sehr unwichtig;sehr wichtig;1;2;3;4;5;;;1.1;1.1.1.2;ETFA_2;;;;;;;;;Fragen Mgt  qual und quant e;;138;v_148;4;26;v_43;to comply with promises given to employees is… ;;;1.1;1.1.1.2;ETFA_2;;;;;v_148;1410;1380
221;;;;;;;;5;;;;;;;;;;;;;5;Wie würden Sie die hierarchischen Strukturen in Ihrem Unternehmen beschreiben? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;Fragen Mgt  qual und quant d;Management;;;Trust;;3;6;24;27;6;;MM;v_57;v_32;2150;;Match MA;;;;Wie ist die Anzahl der hierarchischen Ebenen in Ihrem Unternehmen?;; > 10; 3-1; > 10; 10-8; 7-6; 5-4; 3-1;;;1.3;1.3.2.2;ETNC_7;;ETNC_2;;;;;;;Fragen Mgt  qual und quant e;Trust;24;v_32;6;27;v_57;How many hierachical levels does your company have?;;;1.3;1.3.2.2;ETNC_2;;;;;v_32;240;
223;;;;;;;;7;;;;;;;;;;;;;7;Gibt es in Ihrem Unternehmen eine Gruppe von wichtigsten Ansprechpartnern/Innen? Wie bringen Sie die Erwartungen der Beschäftigten mit den Erwartungen der Geschäftsführung in Einklang? Führen Sie z.B. Zielvereinbarungsgespräche?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;Fragen Mgt  qual und quant d;Management;;;ECU 10 ;;3;7;117;28;8;;MM;v_46;v_125;2170;;Match MA;;;8;Wie beurteilen Sie in der Praxis das Thema Vertrauen und verantwortliches Handeln in Ihrem Unternehmen?;;;;;;;;;;;;;;;;;;;;;;Fragen Mgt  qual und quant e;ECU 10 ;117;v_125;8;28;v_46;How do you evaluate the issue of trust and responsible action in your company in practice?;;;;;;;;;;v_125;1180;
225;Fragen Mgt  qual und quant d;Management;;;23;;3;8;118;29;8;;MM;v_47;v_126;2180;;Match MA;;;;Das Vertrauen der Beschäftigten in die Geschäftsführung ist…;;sehr klein;sehr groß;1;2;3;4;5;;;1;;ET_2;;;;;;;;;Fragen Mgt  qual und quant e;23;118;v_126;8;29;v_47;trust of employees in management is…;;;1;;ET_2;;;;;v_126;1190;1180
226;Fragen Mgt  qual und quant d;Management;;;TRUST;;3;10;119;30;8;;MM;v_48;v_127;2190;;Match MA;;;;Die Gemeinsamkeiten zwischen den Zielen der Geschäftsführung und denen der Beschäftigten sind….;;sehr klein;sehr groß;1;2;3;4;5;;;1.2;1.2.4;ETCS_1;;;;;;;;;Fragen Mgt  qual und quant e;TRUST;119;v_127;8;30;v_48;commonalities between management and employee goals are… ;;;1.2;1.2.4;ETCS_1;;;;;v_127;1200;1180
227;Fragen Mgt  qual und quant d;Management;;;;;3;13;120;31;8;;MM;v_49;v_128;2200;;Match MA;;;;Das Verständnis der Maßnahmen der Geschäftsführung ist…;;sehr klein;sehr groß;1;2;3;4;5;;;1.2;1.2.3;ETCA_1;;;;;;;;;Fragen Mgt  qual und quant e;;120;v_128;8;31;v_49;the understanding of management decisions is… ;;;1.2;1.2.3;ETCA_1;;;;;v_128;1210;1180
228;Fragen Mgt  qual und quant d;Management;;;;;3;;121;32;8;;MM;v_51;v_129;2210;;Match MA;;;;Der Anteil der Fehler, für die Beschäftigte verantwortlich gemacht werden, ist…;;sehr klein;sehr groß;1;2;3;4;5;;;1.1;1.1.4;ETFF_3;;;;;;;;;Fragen Mgt  qual und quant e;;121;v_129;8;32;v_51;the share of failures employees are hold liable for is…;;;1.1;1.1.4;ETFF_3;;;;;v_129;1230;1180
229;Fragen Mgt  qual und quant d;Management;;;;;3;;122;33;8;;MM;v_55;v_130;2220;;Match MA;;;;Der Anteil der Fehler, von denen die Geschäftsführung Kenntnis erlangt, ist…;;sehr klein;sehr groß;1;2;3;4;5;;;1.1;1.1.4;ETFF_4;;;;;;;;;Fragen Mgt  qual und quant e;;122;v_130;8;33;v_55;the share of failures management gains knowledge of is…;;;1.1;1.1.4;ETFF_4;;;;;v_130;1250;1180
230;;;;;;;;9;;;;;;;;;;;;;9;Wie sehen Sie die Bedeutung von Innovation in Ihrem Unternehmen? Liegen diese eher in Bereichen der Produkte, Produktion, der Prozesse, der Organisation,  der Kommunikationsstrukturen? Vertrauen die Mitarbeitenden in Innovationen und führen diese zu Veränderungen?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;Fragen Mgt  qual und quant d;Management;;;ECU2;;4;10;82;34;10;;MM;v_61;v_90;2230;;Match MA;;;10;Würden Sie Ihr Unternehmen als innovativ bezeichnen?;;Trifft überhaupt nicht zu;Trifft völlig zu;1;2;3;4;5;;;2.2;2.2.2.1;EEOE_1;;;;;;;;;Fragen Mgt  qual und quant e;ECU2;82;v_90;10;34;v_61;In your opinion: Is your company innovative? ;;;2.2;2.2.2.1;EEOE_1;;;;;v_90;830;
232;;;;;;;;11;;;;;;;;;;;;;11;Wenn Sie an bisherige Veränderungen, Neuerungen, Innovationen denken, welche waren für  Ihr Unternehmen in den letzten Jahren am wichtigsten?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;;;;;;;;12;;;;;;;;;;;;;12;Wie sehen Sie grundsätzlich das Maß an Fremd-bzw. Selbstkontrolle in Ihrem Unternehmen? Hinsichtlich: Übertragung von Verantwortung, Maß an Kontrollverzicht, Vertrauensvorschuss, Eigenverantwortung und Handlungsspielräumen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;Fragen Mgt  qual und quant d;Management;;;Trust;;4;13;20;35;13;;MM;v_67;v_34;2240;;Match MA;;;13;Überwiegt die Fremdkontrolle in Ihrem Unternehmen?;;Starke Fremdkontrolle;Starke Selbstkontrolle;1;2;3;4;5;;;1.4;1.4.1;ETDD_1;;;;;;;;;Fragen Mgt  qual und quant e;Trust;20;v_34;13;35;v_67;Does external control predominate in your organisation?;;;1.4;1.4.1;ETDD_1;;;;;v_34;260;
235;Fragen Mgt  qual und quant d;Management;;;;;4;14;32;36;14;;MM;v_68;v_40;2250;;Match MA;;;14;Tendiert Ihr Unternehmen zu Kontrolle oder zu Honorierung (muss nicht finanziell sein)?;;Eher Kontrolle;Eher Honorierung;1;2;3;4;5;;;1.4;1.4.2;ETDE_2;;;;;;;;;Fragen Mgt  qual und quant e;;32;v_40;14;36;v_68;Does your company tend to control or to reward? (must not be financial);;;1.4;1.4.2;ETDE_2;;;;;v_40;320;
236;;;;;;;;15;;;;;;;;;;;;;15;Wie zeigen sich in Ihrem Unternehmen bestehende Kommunikationsstrukturen? Wie funktioniert Kommunikation? Besteht Kommunikation auch zwischen Abteilungen? In welchem Umfang und wie schnell informieren Sie Ihre Mitarbeitenden über wichtige Entscheidungen?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;Fragen Mgt  qual und quant d;Management;;;Trust;;4;16;4;37;16;;MM;v_72;v_8;2260;;Match MA;;;16;Wie intensiv ist die Zusammenarbeit zwischen den einzelnen Abteilungen oder Teams? ;;Nur auf Anweisung;Selbstverständlich;1;2;3;4;5;;;1.3;1.3.1;ETNO_1;;ETNO_10;;;;;;;Fragen Mgt  qual und quant e;;4;v_8;16;37;v_72;How would you describe the cooperation between different employee groups?;;;1.3;1.3.1;ETNO_1;;;;;v_8;40;
238;Fragen Mgt  qual und quant d;Management;;;;;4;17;80;38;17;;MM;v_73;v_9;2280;;Match MA;;;17;Haben Ihre Mitarbeitenden die Möglichkeit an Meetings teilzunehmen, die Ihre Arbeit betreffen?;;Nie;Sehr häufig;1;2;3;4;5;;;1.3;1.3.1;ETNO_2;;;;;;;;;Fragen Mgt  qual und quant e;;80;v_9;17;38;v_73;Is it possible for you to participate in meetings concerning your work? ;;;1.3;1.3.1;ETNO_2;;;;;v_9;50;
239;Fragen Mgt  qual und quant d;Management;;;Trust 2;;5;18;8;39;18;;MM;v_74;v_15;2290;;Match MA;;;;Wie würden Sie die Zusammenarbeit der unterschiedlichen Beschäftigungsgruppen beschreiben?;;;;;;;;;;;;;;;;;;;;;;Fragen Mgt  qual und quant e;Trust 2;8;v_15;18;39;v_74;How would you describe the cooperation between different employee groups?;;;;;;;;;;v_15;80;
240;Fragen Mgt  qual und quant d;Management;;;;;5;;9;40;18;;MM;v_75;v_17;2300;;Match MA;;;;Die Zusammenarbeit…zwischen jüngeren und älteren Beschäftigten ist…;;sehr schlecht;sehr gut;1;2;3;4;5;;;1.3;1.3.1;ETNO_3;;;;;;;;;Fragen Mgt  qual und quant e;;9;v_17;18;40;v_75;The colaboration…between younger and older empolyees is…;;;1.3;1.3.1;ETNO_3;;;;;v_17;100;80
241;Fragen Mgt  qual und quant d;Management;;;;;5;;10;41;18;;MM;v_204;v_16;2310;;Match MA;;;;zwischen Leitung und Mitarbeitenden ohne Leitungsfunktion ist…;;sehr schlecht;sehr gut;1;2;3;4;5;;;1.3;1.3.1;ETNO_4;;;;;;;;;Fragen Mgt  qual und quant e;;10;v_16;18;41;v_204;between leaders and followers is…;;;1.3;1.3.1;ETNO_4;;;;;v_16;90;80
242;Fragen Mgt  qual und quant d;Management;;;;;5;;11;42;18;;MM;v_76;v_18;2320;;Match MA;;;;zwischen Frauen und Männern ist…;;sehr schlecht;sehr gut;1;2;3;4;5;;;1.3;1.3.1;ETNO_5;;;;;;;;;Fragen Mgt  qual und quant e;;11;v_18;18;42;v_76;between women and men is…;;;1.3;1.3.1;ETNO_5;;;;;v_18;110;80
